order_id,order_date,plant_id,material_id,channel,quantity,unit_price_usd,discount_pct,units_returned
128906,2024-07-28,US10,P432239,In-Store,1,28.0,0.15,0
128445,2024-08-09,DE10,P462417,In-Store,1,95.0,0.0,0
132026,2024-05-30,US10,P229406,In-Store,1,35.0,0.0,0
140245,2024-06-12,US10,P405602,In-Store,1,20.0,0.0,1
108470,2024-06-06,FR10,P451225,In-Store,1,28.0,0.1,0
160411,2025-03-13,AE10,P461185,Travel Retail,1,35.0,0.0,0
111173,2024-02-08,UK10,P476428,In-Store,1,58.0,0.0,0
126311,2025-05-26,DE10,P429621,In-Store,1,275.0,0.0,0
126518,2024-11-13,DE10,P472317,In-Store,1,25.0,0.15,0
134952,2024-03-21,US10,P455339,In-Store,1,7.8,0.0,0
162989,2025-01-04,MA10,P473185,In-Store,1,32.0,0.0,0
140263,2024-09-07,US10,P405602,In-Store,1,20.0,0.0,0
121026,2025-01-12,DE10,P500445,In-Store,1,29.0,0.0,0
113258,2024-07-27,UK10,P454018,In-Store,1,49.0,0.0,0
133005,2024-06-11,US10,P479732,In-Store,1,7.2,0.0,0
101280,2024-10-21,FR10,P483706,In-Store,1,50.0,0.0,0
156635,2024-10-24,AE10,P501516,Travel Retail,1,55.0,0.0,0
113952,2025-01-03,UK10,P405602,In-Store,1,20.0,0.0,0
150623,2025-03-05,US20,P474942,Online,1,25.0,0.0,0
163859,2024-03-19,MA10,P467123,In-Store,1,55.0,0.0,0
146935,2025-02-23,US20,P427393,Online,1,55.0,0.1,0
101191,2024-02-05,FR10,P504364,In-Store,1,64.0,0.1,0
151574,2024-12-21,US20,P503762,Online,1,19.0,0.0,0
124665,2024-01-15,DE10,P417312,In-Store,2,24.0,0.0,0
164976,2024-06-17,MA10,P456007,In-Store,1,13.0,0.0,0
150106,2025-01-08,US20,P472452,Online,1,16.0,0.0,0
114938,2024-10-25,UK10,P408218,In-Store,1,25.0,0.0,0
118293,2024-12-25,UK10,P476550,In-Store,1,35.0,0.0,0
164372,2024-08-08,MA10,P456975,In-Store,1,90.0,0.0,1
105359,2025-03-12,FR10,P428222,In-Store,1,30.0,0.0,0
145621,2025-01-26,US20,P405269,Online,1,145.0,0.0,0
131626,2024-05-30,US10,P469440,In-Store,1,34.0,0.0,0
100686,2024-10-16,FR10,P504849,In-Store,1,54.0,0.1,0
104390,2024-06-15,FR10,P462387,In-Store,1,30.0,0.15,0
155601,2024-09-12,AE10,P466426,Travel Retail,1,32.0,0.0,0
101008,2025-01-15,FR10,P504127,In-Store,2,20.0,0.15,0
130517,2025-04-19,US10,P504064,In-Store,1,15.0,0.0,0
115363,2024-03-22,UK10,P427393,In-Store,1,55.0,0.15,0
107040,2024-03-16,FR10,P428636,In-Store,1,25.0,0.0,0
156029,2024-11-24,AE10,P504054,Travel Retail,1,15.0,0.0,0
136202,2025-03-24,US10,P12790,In-Store,1,38.0,0.0,0
107478,2024-07-12,FR10,P436757,In-Store,2,45.0,0.0,0
135333,2025-05-23,US10,P480636,In-Store,1,15.99,0.0,0
126463,2024-09-20,DE10,P382378,In-Store,1,55.0,0.0,0
158287,2024-08-29,AE10,P432239,Travel Retail,1,28.0,0.15,0
163868,2024-11-30,MA10,P467123,In-Store,1,55.0,0.1,0
155206,2025-06-29,AE10,P472817,Travel Retail,1,32.0,0.0,0
125678,2024-10-07,DE10,P107319,In-Store,1,29.0,0.0,0
139190,2024-10-12,US10,P467120,In-Store,1,39.0,0.1,0
105257,2025-01-22,FR10,P46587789,In-Store,1,24.0,0.1,0
160306,2024-07-23,AE10,P382378,Travel Retail,1,55.0,0.0,0
110240,2025-05-24,FR10,P449342,In-Store,1,20.0,0.0,0
114809,2025-03-15,UK10,P470025,In-Store,1,35.0,0.0,0
126010,2024-05-13,DE10,P502866,In-Store,1,16.0,0.0,1
107694,2024-05-27,FR10,P7844,In-Store,1,67.0,0.0,0
153197,2025-06-17,US20,P434399,Online,1,42.0,0.0,0
123047,2024-07-23,DE10,P422275,In-Store,1,26.0,0.0,0
115256,2025-02-26,UK10,P502289,In-Store,1,20.0,0.1,0
129644,2024-06-02,US10,P152203,In-Store,1,16.0,0.0,0
112749,2024-12-28,UK10,P477838,In-Store,1,24.0,0.0,0
140038,2024-12-01,US10,P505041,In-Store,1,15.0,0.0,0
155201,2025-03-30,AE10,P472817,Travel Retail,1,32.0,0.0,0
124346,2025-05-05,DE10,P450720,In-Store,1,25.0,0.0,0
150998,2024-07-11,US20,P477822,Online,1,32.0,0.0,0
103735,2024-01-16,FR10,P434399,In-Store,1,42.0,0.0,0
115436,2024-04-27,UK10,P472317,In-Store,1,25.0,0.0,0
155095,2024-09-21,AE10,P443834,Travel Retail,1,11.99,0.0,0
121101,2025-06-03,DE10,P484052,In-Store,1,12.0,0.1,0
165574,2025-05-21,MA10,P472452,In-Store,1,16.0,0.0,0
143098,2025-06-26,US10,P482013,In-Store,1,150.0,0.0,0
115370,2024-05-17,UK10,P427393,In-Store,2,55.0,0.0,0
162524,2025-02-13,AE10,P49848448,Travel Retail,1,30.0,0.0,0
122777,2024-05-08,DE10,P471101,In-Store,1,50.0,0.0,0
136872,2024-12-08,US10,P457429,In-Store,1,14.0,0.0,0
113749,2024-05-04,UK10,P472065,In-Store,1,8.0,0.0,0
112785,2024-03-02,UK10,P442742,In-Store,1,55.0,0.1,0
138709,2024-01-09,US10,P109911,In-Store,1,33.0,0.0,0
125391,2024-03-01,DE10,P503206,In-Store,1,95.0,0.0,0
162179,2024-10-27,AE10,P470525,Travel Retail,1,40.0,0.0,0
107034,2024-02-26,FR10,P428636,In-Store,1,25.0,0.0,0
130501,2025-01-05,US10,P504064,In-Store,1,15.0,0.0,0
142682,2024-09-02,US10,P467123,In-Store,1,55.0,0.0,0
114455,2024-10-02,UK10,P152203,In-Store,1,16.0,0.0,0
164395,2024-12-06,MA10,P502306,In-Store,1,33.0,0.0,0
130807,2024-03-24,US10,P397465,In-Store,1,8.0,0.0,0
128570,2024-05-31,US10,P481370,In-Store,1,22.0,0.0,0
104497,2024-09-21,FR10,P401771,In-Store,1,25.0,0.0,0
125258,2024-08-08,DE10,P472044,In-Store,1,45.0,0.0,0
103030,2024-04-23,FR10,P152203,In-Store,1,16.0,0.0,0
133925,2025-06-26,US10,P449342,In-Store,1,20.0,0.0,0
151907,2024-02-22,US20,P409988,Online,1,35.0,0.1,0
133582,2025-01-31,US10,P504849,In-Store,1,54.0,0.0,0
110474,2025-02-01,FR10,P475981,In-Store,1,13.0,0.0,0
128272,2024-02-12,DE10,P443834,In-Store,2,11.99,0.0,0
104303,2024-10-23,FR10,P91627362,In-Store,1,24.0,0.0,0
109185,2025-03-19,FR10,P453929,In-Store,1,88.0,0.0,0
114928,2024-09-04,UK10,P408218,In-Store,1,25.0,0.0,0
146984,2024-08-17,US20,P54433,Online,1,28.0,0.0,0
120269,2024-02-03,DE10,P439672,In-Store,1,22.0,0.1,0
158456,2025-04-23,AE10,P470025,Travel Retail,1,35.0,0.0,0
140002,2024-03-09,US10,P505041,In-Store,1,15.0,0.1,0
137026,2024-07-23,US10,P450720,In-Store,1,25.0,0.0,0
114776,2024-08-17,UK10,P470025,In-Store,1,35.0,0.0,0
151658,2025-06-12,US20,P502306,Online,1,33.0,0.0,0
133635,2024-12-25,US10,P477822,In-Store,1,32.0,0.1,0
165476,2024-06-27,MA10,P476430,In-Store,1,39.0,0.0,0
126931,2025-06-18,DE10,P76000,In-Store,1,130.0,0.0,0
141085,2025-05-10,US10,P471076,In-Store,1,29.0,0.0,0
106049,2024-01-24,FR10,P484052,In-Store,1,12.0,0.1,1
100066,2025-04-18,FR10,P505041,In-Store,1,15.0,0.0,0
143011,2024-07-17,US10,P456006,In-Store,1,16.0,0.15,0
162034,2024-12-20,AE10,P448730,Travel Retail,1,42.0,0.1,0
166292,2024-05-20,MA10,P469439,In-Store,1,16.0,0.0,0
147336,2024-12-13,US20,P389524,Online,1,205.0,0.0,0
139479,2024-07-22,US10,P479688,In-Store,1,10.0,0.1,1
163855,2025-06-04,MA10,P428222,In-Store,1,30.0,0.0,0
148075,2024-08-12,US20,P481396,Online,2,42.0,0.0,0
121624,2024-02-22,DE10,P505041,In-Store,1,15.0,0.0,0
157976,2024-12-10,AE10,P451225,Travel Retail,1,28.0,0.0,0
143510,2025-01-13,US10,P422275,In-Store,2,26.0,0.0,0
107462,2024-01-14,FR10,P436757,In-Store,1,45.0,0.0,0
115606,2024-01-13,UK10,P502068,In-Store,1,12.0,0.0,0
124449,2024-03-27,DE10,P482694,In-Store,1,23.0,0.1,0
165315,2024-06-22,MA10,P473145,In-Store,1,70.0,0.2,0
157360,2025-04-19,AE10,P434410,Travel Retail,1,46.0,0.0,0
131497,2024-04-02,US10,P408218,In-Store,1,25.0,0.1,0
150154,2024-07-08,US20,P476428,Online,1,58.0,0.0,0
154462,2024-02-27,US20,P428222,Online,1,30.0,0.15,0
152502,2024-10-25,US20,P480152,Online,1,57.0,0.0,0
154163,2024-03-31,US20,P399503,Online,1,23.0,0.15,0
132842,2024-11-17,US10,P504789,In-Store,1,18.0,0.0,0
142367,2025-05-23,US10,P431511,In-Store,1,32.0,0.0,0
117767,2025-05-30,UK10,P420019,In-Store,1,30.0,0.0,1
143698,2025-04-02,US10,P500687,In-Store,1,26.0,0.0,0
152310,2024-06-21,US20,P454941,Online,1,47.0,0.2,0
144294,2025-06-22,US20,P467973,Online,1,68.0,0.0,0
154719,2025-02-03,US20,P479969,Online,1,24.0,0.0,0
124499,2024-04-21,DE10,P183916,In-Store,1,30.0,0.0,0
121040,2025-05-08,DE10,P500445,In-Store,1,29.0,0.0,0
121111,2024-02-07,DE10,P392004,In-Store,1,65.0,0.0,0
147017,2025-03-31,US20,P54433,Online,1,28.0,0.0,1
132533,2025-03-09,US10,P470025,In-Store,1,35.0,0.0,0
110428,2024-02-18,FR10,P475981,In-Store,1,13.0,0.15,0
163779,2024-01-24,MA10,P504849,In-Store,1,54.0,0.1,0
125551,2024-09-20,DE10,P405602,In-Store,1,20.0,0.0,0
122466,2024-02-17,DE10,P501516,In-Store,1,55.0,0.0,0
162540,2025-05-31,AE10,P49848448,Travel Retail,1,30.0,0.0,0
114704,2024-08-02,UK10,P469197,In-Store,1,30.0,0.0,0
160578,2025-02-04,AE10,P409988,Travel Retail,1,35.0,0.2,1
127151,2024-04-18,DE10,P294018,In-Store,1,23.0,0.0,0
162803,2024-06-24,AE10,P502185,Travel Retail,1,45.0,0.0,0
155399,2025-05-14,AE10,P432045,Travel Retail,1,29.0,0.0,0
141444,2025-05-18,US10,P453929,In-Store,1,88.0,0.0,0
125774,2024-12-28,DE10,P458630,In-Store,1,32.0,0.0,0
159410,2025-02-19,AE10,P502068,Travel Retail,1,12.0,0.0,0
152103,2025-06-08,US20,P448730,Online,1,42.0,0.0,0
149326,2024-07-24,US20,P501760,Online,1,38.0,0.1,0
143233,2024-12-10,US10,P482694,In-Store,1,23.0,0.0,0
163504,2024-01-19,MA10,P446816,In-Store,1,25.0,0.0,0
120688,2024-10-26,DE10,P481370,In-Store,1,22.0,0.15,0
100876,2024-06-03,FR10,P461185,In-Store,1,35.0,0.2,0
108609,2025-02-26,FR10,P413326,In-Store,1,30.0,0.0,0
156495,2024-05-01,AE10,P503762,Travel Retail,1,19.0,0.0,0
159601,2024-01-07,AE10,P442742,Travel Retail,1,55.0,0.0,0
163124,2024-02-17,MA10,P476428,In-Store,1,58.0,0.1,0
126920,2024-11-06,DE10,P76000,In-Store,1,130.0,0.0,0
101891,2024-11-05,FR10,P467123,In-Store,1,55.0,0.1,0
146262,2024-02-04,US20,P470542,Online,1,16.0,0.0,0
135645,2024-09-23,US10,P476428,In-Store,1,58.0,0.2,1
110385,2024-11-23,FR10,P504064,In-Store,1,15.0,0.0,0
108852,2024-11-04,FR10,P395532,In-Store,1,6.0,0.1,0
142725,2024-01-19,US10,P382378,In-Store,1,55.0,0.0,0
152884,2024-04-16,US20,P504789,Online,1,18.0,0.0,0
107313,2024-02-21,FR10,P183916,In-Store,1,30.0,0.0,0
116290,2024-12-29,UK10,P500992,In-Store,1,25.0,0.0,0
142570,2024-04-02,US10,P455418,In-Store,1,48.0,0.0,0
131763,2025-06-25,US10,P478239,In-Store,1,42.0,0.0,0
151228,2024-11-30,US20,P416825,Online,1,58.0,0.2,0
109442,2024-11-10,FR10,P476690,In-Store,1,21.0,0.0,0
127083,2025-03-06,DE10,P483654,In-Store,1,40.0,0.0,0
118869,2024-06-21,UK10,P480152,In-Store,1,57.0,0.0,0
133835,2024-02-23,US10,P449342,In-Store,1,20.0,0.2,0
113853,2024-09-06,UK10,P462387,In-Store,1,30.0,0.0,0
146872,2025-01-18,US20,P431187,Online,1,28.0,0.1,0
148293,2024-01-08,US20,P387564,Online,1,34.0,0.2,0
136535,2025-05-31,US10,P435342,In-Store,1,75.0,0.0,0
102957,2024-08-25,FR10,P413684,In-Store,1,20.0,0.0,0
128332,2025-03-10,DE10,P443834,In-Store,1,11.99,0.0,0
146376,2024-08-31,US20,P500687,Online,1,26.0,0.0,0
147379,2024-09-01,US20,P450720,Online,1,25.0,0.0,0
139073,2025-06-27,US10,P461185,In-Store,2,35.0,0.0,0
140698,2025-05-09,US10,P428636,In-Store,2,25.0,0.0,0
126862,2025-03-31,DE10,P500992,In-Store,1,25.0,0.0,0
157718,2024-01-09,AE10,P479969,Travel Retail,1,24.0,0.0,0
120714,2025-06-29,DE10,P481370,In-Store,1,22.0,0.0,0
134450,2024-11-03,US10,P470542,In-Store,1,16.0,0.15,0
112335,2024-05-10,UK10,P477741,In-Store,1,32.0,0.0,0
116014,2025-06-02,UK10,P49848448,In-Store,1,30.0,0.0,0
160004,2024-10-03,AE10,P473260,Travel Retail,1,28.0,0.0,0
101229,2024-11-23,FR10,P504364,In-Store,1,64.0,0.1,0
141221,2024-10-01,US10,P501153,In-Store,1,72.0,0.0,0
144444,2024-04-15,US20,P504794,Online,1,28.0,0.0,0
119766,2024-10-01,DE10,P433125,In-Store,1,22.0,0.0,1
153017,2025-05-09,US20,P296439,Online,1,32.0,0.0,0
157630,2025-06-15,AE10,P481141,Travel Retail,1,55.0,0.0,0
134274,2024-12-03,US10,P428222,In-Store,1,30.0,0.0,0
134237,2024-04-27,US10,P428222,In-Store,1,30.0,0.1,0
161633,2025-01-21,AE10,P504789,Travel Retail,2,18.0,0.15,0
106785,2024-06-26,FR10,P454083,In-Store,1,210.0,0.0,0
136705,2025-03-20,US10,P476671,In-Store,1,28.0,0.1,0
127107,2024-05-06,DE10,P501697,In-Store,1,34.0,0.0,0
119198,2025-06-05,UK10,P12790,In-Store,1,38.0,0.0,0
158983,2024-04-11,AE10,P504453,Travel Retail,1,86.0,0.0,0
123247,2024-03-14,DE10,P428636,In-Store,1,25.0,0.0,0
154006,2025-04-13,US20,P439672,Online,1,22.0,0.1,0
154460,2024-02-24,US20,P428222,Online,1,30.0,0.0,0
132721,2024-01-24,US10,P269707,In-Store,1,45.0,0.1,0
116358,2025-04-17,UK10,P91627362,In-Store,1,24.0,0.0,0
122349,2025-05-16,DE10,P91627362,In-Store,2,24.0,0.0,0
140813,2025-06-29,US10,P420019,In-Store,1,30.0,0.15,0
109747,2024-05-11,FR10,P443834,In-Store,1,11.99,0.0,0
148170,2024-02-09,US20,P502068,Online,1,12.0,0.0,0
130114,2025-04-13,US10,P395532,In-Store,1,6.0,0.0,0
113308,2024-03-22,UK10,P461636,In-Store,1,11.0,0.0,0
120198,2025-02-10,DE10,P448200,In-Store,1,75.0,0.0,0
130587,2024-11-06,US10,P483474,In-Store,1,26.0,0.0,1
102882,2024-07-27,FR10,P477822,In-Store,1,32.0,0.15,0
118427,2025-01-25,UK10,P422275,In-Store,1,26.0,0.0,0
109480,2024-02-02,FR10,P435342,In-Store,1,75.0,0.0,0
117014,2024-02-09,UK10,P467123,In-Store,1,55.0,0.0,0
112886,2025-04-29,UK10,P476011,In-Store,1,30.0,0.0,0
147234,2024-03-15,US20,P378111,Online,1,29.0,0.0,0
110229,2025-03-16,FR10,P449342,In-Store,1,20.0,0.0,0
119798,2025-02-17,DE10,P433125,In-Store,1,22.0,0.0,1
121325,2024-02-08,DE10,P473145,In-Store,1,70.0,0.0,0
131522,2024-07-25,US10,P408218,In-Store,1,25.0,0.0,0
153612,2024-01-13,US20,P473145,Online,1,70.0,0.0,0
146048,2025-02-11,US20,P435342,Online,1,75.0,0.2,0
149386,2024-06-12,US20,P500787,Online,1,18.0,0.0,0
165275,2024-07-19,MA10,P480636,In-Store,1,15.99,0.0,0
136523,2024-12-22,US10,P435342,In-Store,1,75.0,0.0,0
142382,2024-03-17,US10,P471009,In-Store,1,42.0,0.2,0
147157,2025-04-16,US20,P501493,Online,1,65.0,0.1,0
108818,2024-06-24,FR10,P395532,In-Store,1,6.0,0.0,0
137542,2025-05-15,US10,P409988,In-Store,1,35.0,0.15,0
103170,2025-05-09,FR10,P500445,In-Store,1,29.0,0.0,0
139547,2025-06-25,US10,P479688,In-Store,1,10.0,0.0,0
138792,2025-03-09,US10,P109911,In-Store,1,33.0,0.0,0
119923,2025-02-07,DE10,P470525,In-Store,1,40.0,0.15,0
119855,2024-10-05,DE10,P467038,In-Store,1,28.0,0.0,0
116858,2024-09-27,UK10,P457458,In-Store,1,24.0,0.0,0
119021,2025-01-11,UK10,P430910,In-Store,1,50.0,0.0,0
121246,2024-12-13,DE10,P501696,In-Store,1,34.0,0.0,0
156939,2025-01-04,AE10,P457429,Travel Retail,1,14.0,0.15,0
113291,2025-06-11,UK10,P454018,In-Store,1,49.0,0.0,0
160212,2025-04-19,AE10,P439672,Travel Retail,1,22.0,0.0,0
132267,2024-07-16,US10,P504159,In-Store,1,48.0,0.0,0
100529,2025-06-06,FR10,P472452,In-Store,1,16.0,0.0,0
108079,2025-06-14,FR10,P434410,In-Store,1,46.0,0.0,1
131781,2024-05-14,US10,P479969,In-Store,1,24.0,0.0,0
155259,2025-06-25,AE10,P471101,Travel Retail,1,50.0,0.0,0
150558,2025-04-04,US20,P480634,Online,1,10.99,0.2,0
145125,2024-07-26,US20,P476430,Online,1,39.0,0.0,0
148467,2024-04-25,US20,P467120,Online,1,39.0,0.0,0
150452,2024-11-26,US20,P434410,Online,1,46.0,0.15,0
138896,2025-05-22,US10,P432045,In-Store,1,29.0,0.0,0
135024,2025-02-26,US10,P455339,In-Store,1,7.8,0.0,0
149974,2024-12-16,US20,P468161,Online,1,46.0,0.0,0
147742,2024-02-21,US20,P456006,Online,1,16.0,0.0,0
149689,2025-01-10,US20,P502866,Online,1,16.0,0.0,0
135325,2025-04-26,US10,P480636,In-Store,1,15.99,0.15,0
144969,2024-05-04,US20,P504159,Online,1,48.0,0.0,0
121981,2024-01-27,DE10,P457429,In-Store,1,14.0,0.1,0
159127,2024-04-17,AE10,P441329,Travel Retail,1,38.0,0.15,0
109276,2025-06-02,FR10,P439672,In-Store,1,22.0,0.0,0
119436,2024-01-12,UK10,P440305,In-Store,1,44.0,0.0,0
122713,2024-02-29,DE10,P504054,In-Store,1,15.0,0.0,0
103469,2025-03-24,FR10,P470025,In-Store,1,35.0,0.0,0
113891,2025-04-11,UK10,P462387,In-Store,1,30.0,0.0,1
159104,2025-02-18,AE10,P467944,Travel Retail,1,45.0,0.0,0
141892,2024-03-23,US10,P7844,In-Store,1,67.0,0.1,0
146562,2024-02-29,US20,P500256,Online,1,28.0,0.0,0
115529,2025-05-02,UK10,P435342,In-Store,1,75.0,0.0,0
114042,2025-05-29,UK10,P434440,In-Store,1,40.0,0.0,0
100867,2024-04-12,FR10,P461185,In-Store,1,35.0,0.2,0
165768,2024-02-16,MA10,P484052,In-Store,1,12.0,0.0,0
117042,2024-12-17,UK10,P467123,In-Store,1,55.0,0.0,0
114328,2024-10-13,UK10,P466426,In-Store,1,32.0,0.0,0
150644,2025-06-21,US20,P474942,Online,1,25.0,0.0,0
152397,2024-11-30,US20,P420699,Online,1,70.0,0.0,0
102520,2024-02-05,FR10,P467038,In-Store,1,28.0,0.0,1
156083,2025-01-18,AE10,P468353,Travel Retail,2,18.0,0.0,0
139757,2024-07-23,US10,P472065,In-Store,1,8.0,0.0,0
108443,2024-02-18,FR10,P451225,In-Store,1,28.0,0.0,0
111623,2024-02-17,UK10,P450720,In-Store,1,25.0,0.0,0
114956,2025-01-28,UK10,P408218,In-Store,1,25.0,0.0,0
125439,2024-10-25,DE10,P473260,In-Store,1,28.0,0.0,0
152118,2024-04-02,US20,P476697,Online,1,30.0,0.0,0
109109,2024-11-05,FR10,P162554,In-Store,1,50.0,0.0,0
125639,2025-04-08,DE10,P296439,In-Store,1,32.0,0.0,0
108124,2024-03-21,FR10,P269707,In-Store,1,45.0,0.0,0
144300,2024-02-08,US20,P34402,Online,1,48.0,0.0,0
121509,2024-07-25,DE10,P446816,In-Store,1,25.0,0.0,0
166231,2025-01-29,MA10,P453929,In-Store,2,88.0,0.0,0
164031,2024-09-22,MA10,P462417,In-Store,1,95.0,0.0,0
140798,2025-03-28,US10,P420019,In-Store,1,30.0,0.15,0
133171,2025-03-21,US10,P440305,In-Store,1,44.0,0.0,1
127516,2024-01-24,DE10,P7844,In-Store,1,67.0,0.0,0
143443,2025-06-10,US10,P473260,In-Store,1,28.0,0.0,0
109229,2024-08-01,FR10,P439672,In-Store,1,22.0,0.0,0
132356,2025-02-18,US10,P454941,In-Store,1,47.0,0.1,0
162346,2025-02-23,AE10,P470542,Travel Retail,1,16.0,0.0,0
157488,2024-03-16,AE10,P479732,Travel Retail,1,7.2,0.1,0
120223,2024-07-15,DE10,P503762,In-Store,1,19.0,0.0,0
110957,2025-04-28,FR10,P480634,In-Store,1,10.99,0.0,0
135396,2025-03-04,US10,P430910,In-Store,1,50.0,0.0,0
147710,2025-01-24,US20,P6463,Online,1,63.0,0.0,0
149264,2024-11-02,US20,P470004,Online,1,32.0,0.0,0
138039,2024-02-29,US10,P416825,In-Store,1,58.0,0.0,0
116126,2024-05-10,UK10,P476671,In-Store,1,28.0,0.0,0
115892,2024-01-14,UK10,P501493,In-Store,1,65.0,0.0,0
139480,2024-07-23,US10,P479688,In-Store,1,10.0,0.15,0
126508,2024-08-01,DE10,P472317,In-Store,1,25.0,0.0,0
104680,2024-03-03,FR10,P107319,In-Store,1,29.0,0.0,0
103226,2025-02-24,FR10,P501360,In-Store,1,65.0,0.0,0
123541,2025-03-22,DE10,P383054,In-Store,1,152.0,0.0,0
143131,2024-08-23,US10,P479830,In-Store,1,34.0,0.1,0
115173,2025-04-22,UK10,P479830,In-Store,1,34.0,0.0,0
123448,2024-11-29,DE10,P501760,In-Store,1,38.0,0.0,0
138078,2024-12-03,US10,P416825,In-Store,1,58.0,0.0,0
119248,2024-12-11,UK10,P477168,In-Store,1,19.0,0.0,0
116350,2025-02-02,UK10,P91627362,In-Store,1,24.0,0.0,0
164138,2025-05-17,MA10,P500687,In-Store,1,26.0,0.1,0
123566,2024-09-03,DE10,P457458,In-Store,1,24.0,0.0,0
118418,2024-11-07,UK10,P422275,In-Store,1,26.0,0.0,0
149724,2024-03-29,US20,P446816,Online,1,25.0,0.1,0
159216,2024-09-15,AE10,P162554,Travel Retail,1,50.0,0.0,0
145184,2024-06-02,US20,P397465,Online,1,8.0,0.15,0
147293,2025-02-04,US20,P378111,Online,1,29.0,0.0,0
157180,2024-08-27,AE10,P479688,Travel Retail,1,10.0,0.0,0
106520,2024-02-26,FR10,P471101,In-Store,1,50.0,0.0,1
115297,2024-06-17,UK10,P375534,In-Store,1,28.0,0.0,0
104769,2025-06-15,FR10,P107319,In-Store,2,29.0,0.0,0
143984,2025-03-28,US20,P477838,Online,1,24.0,0.0,0
157676,2025-04-22,AE10,P482694,Travel Retail,1,23.0,0.1,0
112932,2025-02-14,UK10,P434410,In-Store,1,46.0,0.1,0
161989,2024-11-20,AE10,P454018,Travel Retail,1,49.0,0.1,0
110675,2025-01-29,FR10,P408218,In-Store,1,25.0,0.0,0
162970,2024-06-23,MA10,P375938,In-Store,1,125.0,0.1,0
120153,2024-09-12,DE10,P502185,In-Store,1,45.0,0.0,0
136207,2025-04-24,US10,P12790,In-Store,1,38.0,0.0,0
118340,2024-07-18,UK10,P432239,In-Store,1,28.0,0.0,0
138608,2025-03-26,US10,P470004,In-Store,1,32.0,0.0,0
117198,2024-06-04,UK10,P482755,In-Store,1,36.0,0.0,1
138867,2024-12-27,US10,P432045,In-Store,1,29.0,0.1,0
111082,2025-01-14,UK10,P479969,In-Store,1,24.0,0.0,0
111003,2024-11-03,FR10,P501435,In-Store,1,27.0,0.0,0
157407,2025-01-27,AE10,P434399,Travel Retail,1,42.0,0.0,0
133664,2025-06-23,US10,P477822,In-Store,1,32.0,0.0,0
157985,2025-04-22,AE10,P451225,Travel Retail,2,28.0,0.15,0
112035,2024-01-18,UK10,P501697,In-Store,1,34.0,0.1,0
136863,2024-11-06,US10,P457429,In-Store,1,14.0,0.0,0
111441,2025-05-22,UK10,P483706,In-Store,1,50.0,0.1,0
134812,2025-05-04,US10,P456007,In-Store,1,13.0,0.0,0
104563,2024-05-19,FR10,P502866,In-Store,1,16.0,0.0,0
142337,2024-11-30,US10,P431511,In-Store,1,32.0,0.0,0
110239,2025-05-16,FR10,P449342,In-Store,1,20.0,0.0,1
159634,2025-02-05,AE10,P442742,Travel Retail,1,55.0,0.0,0
121877,2024-07-13,DE10,P456006,In-Store,1,16.0,0.1,0
150319,2025-01-05,US20,P472317,Online,1,25.0,0.0,0
126958,2024-09-07,DE10,P408218,In-Store,2,25.0,0.1,0
105076,2025-02-10,FR10,P392004,In-Store,1,65.0,0.0,0
126546,2024-03-20,DE10,P420699,In-Store,1,70.0,0.0,0
111167,2024-01-03,UK10,P476428,In-Store,1,58.0,0.1,1
149028,2024-06-05,US20,P476671,Online,1,28.0,0.1,0
141371,2025-06-14,US10,P481141,In-Store,1,55.0,0.1,0
108986,2024-11-07,FR10,P479732,In-Store,2,7.2,0.0,0
113125,2024-11-24,UK10,P387939,In-Store,1,86.0,0.0,0
106120,2025-04-18,FR10,P484052,In-Store,1,12.0,0.0,0
118527,2024-10-16,UK10,P457429,In-Store,1,14.0,0.0,0
115599,2025-05-28,UK10,P471076,In-Store,1,29.0,0.0,0
126074,2024-07-20,DE10,P504064,In-Store,1,15.0,0.0,0
131516,2024-07-01,US10,P408218,In-Store,1,25.0,0.0,0
154037,2025-04-06,US20,P461950,Online,1,220.0,0.0,0
122953,2024-11-09,DE10,P480634,In-Store,1,10.99,0.0,0
123918,2025-05-30,DE10,P229406,In-Store,1,35.0,0.0,0
154369,2025-05-05,US20,P471076,Online,1,29.0,0.0,0
153426,2024-10-11,US20,P401771,Online,1,25.0,0.0,0
109333,2024-12-29,FR10,P444990,In-Store,1,22.0,0.0,0
103187,2024-02-28,FR10,P501360,In-Store,1,65.0,0.0,0
110650,2024-08-29,FR10,P408218,In-Store,1,25.0,0.0,0
147289,2025-01-14,US20,P378111,Online,1,29.0,0.1,0
155856,2025-05-07,AE10,P462387,Travel Retail,1,30.0,0.0,0
129550,2025-06-26,US10,P504054,In-Store,1,15.0,0.0,0
151888,2025-04-25,US20,P501721,Online,2,28.0,0.0,0
117112,2025-06-16,UK10,P444990,In-Store,1,22.0,0.0,0
152619,2024-09-02,US20,P429952,Online,1,49.0,0.0,0
147773,2024-08-13,US20,P456006,Online,1,16.0,0.0,0
165283,2024-09-24,MA10,P480636,In-Store,1,15.99,0.0,0
115504,2024-01-06,UK10,P435342,In-Store,1,75.0,0.15,0
133584,2025-02-25,US10,P504849,In-Store,1,54.0,0.0,0
103131,2024-07-30,FR10,P500445,In-Store,2,29.0,0.0,1
158349,2024-07-28,AE10,P467038,Travel Retail,1,28.0,0.0,0
155967,2024-03-30,AE10,P469440,Travel Retail,1,34.0,0.0,0
