order_id,order_date,plant_id,material_id,channel_x,quantity,unit_price_usd,discount_pct,units_returned,material_description,brand,product_category,product_subcategory,list_price_usd,avg_rating,loves_count,review_count,standard_cost_usd,country,region,channel_y,net_revenue,year_month,discount_band
161455,2025-03-15,AE10,P229406,Travel Retail,1,35.0,0.0,0,Chocolate Soleil Matte Bronzer,Too Faced,Makeup,Cheek,35.0,4.625,286081,3947.0,14.7,United Arab Emirates,Middle East,Travel Retail,35.0,2025-03,No discount
121096,2025-05-10,DE10,P484052,In-Store,1,12.0,0.0,0,Mini Daily Stone Solid Body Moisturizer,Kate McLeod,Bath & Body,Body Moisturizers,12.0,4.6748,4862,206.0,4.8,Germany,Europe,Retail,12.0,2025-05,No discount
158662,2024-04-19,AE10,P469828,Travel Retail,1,50.0,0.0,0,Dylan Turquoise Hair Mist,Versace,Fragrance,Women,50.0,4.7143,2859,7.0,15.0,United Arab Emirates,Middle East,Travel Retail,50.0,2024-04,No discount
138911,2024-02-22,US10,P472317,In-Store,1,25.0,0.2,1,The One & Done Volumizing Mascara,LAWLESS,Makeup,Eye,25.0,4.1337,7947,359.0,10.5,United States,Americas,Retail,20.0,2024-02,Heavy (16%+)
133196,2024-02-10,US10,P183916,In-Store,1,30.0,0.1,0,Lip Liner,Givenchy,Makeup,Lip,30.0,4.4754,15108,122.0,12.6,United States,Americas,Retail,27.0,2024-02,Light (<=10%)
123695,2024-10-25,DE10,P162554,In-Store,2,50.0,0.0,0,Almond Smoothing and Beautifying Supple Skin Oil,L'Occitane,Bath & Body,Body Moisturizers,50.0,4.6064,43851,902.0,20.0,Germany,Europe,Retail,100.0,2024-10,No discount
110234,2025-04-17,FR10,P449342,In-Store,1,20.0,0.0,0,BeachPlease Lip + Cheek Cream Blush,Tower 28 Beauty,Makeup,Cheek,20.0,4.507,257946,1006.0,8.4,France,Europe,Flagship Retail,20.0,2025-04,No discount
116626,2024-04-06,UK10,P162554,In-Store,1,50.0,0.0,0,Almond Smoothing and Beautifying Supple Skin Oil,L'Occitane,Bath & Body,Body Moisturizers,50.0,4.6064,43851,902.0,20.0,United Kingdom,Europe,Retail,50.0,2024-04,No discount
159302,2025-01-03,AE10,P454941,Travel Retail,1,47.0,0.0,0,Pure Canvas Primer - Blurring,Laura Mercier,Makeup,Face,47.0,4.1382,16113,1701.0,19.74,United Arab Emirates,Middle East,Travel Retail,47.0,2025-01,No discount
157441,2024-06-12,AE10,P481396,Travel Retail,1,42.0,0.0,0,Revealer Skin-Improving Foundation SPF 25 with Hyaluronic Acid and Niacinamide,Kosas,Makeup,Face,42.0,3.9787,138336,847.0,17.64,United Arab Emirates,Middle East,Travel Retail,42.0,2024-06,No discount
109975,2024-05-11,FR10,P501284,In-Store,1,28.0,0.0,0,Halo Sheer To Stay Cream Cheek + Lip Tint,Smashbox,Makeup,Cheek,28.0,4.1971,3868,416.0,11.76,France,Europe,Flagship Retail,28.0,2024-05,No discount
115684,2025-03-07,UK10,P505463,In-Store,1,80.0,0.15,0,Artist Candle,The Maker,Fragrance,Candles & Home Scents,80.0,,1,,24.0,United Kingdom,Europe,Retail,68.0,2025-03,Medium (11-15%)
166346,2025-03-24,MA10,P107319,In-Store,1,29.0,0.0,0,Cleansing And Softening Refillable Shower Oil With Almond Oil,L'Occitane,Bath & Body,Bath & Shower,29.0,4.3501,75358,1808.0,11.6,Morocco,Middle East & Africa,Retail,29.0,2025-03,No discount
126657,2024-10-20,DE10,P429675,In-Store,1,45.0,0.0,0,Hydra Life Balancing Hydration 2 in 1 Sorbet Water,Dior,Skincare,Moisturizers,45.0,3.7692,2966,13.0,17.1,Germany,Europe,Retail,45.0,2024-10,No discount
126936,2024-03-04,DE10,P408218,In-Store,1,25.0,0.0,0,Goof Proof Waterproof Easy Shape & Fill Eyebrow Pencil,Benefit Cosmetics,Makeup,Eye,25.0,4.3355,137430,1711.0,10.5,Germany,Europe,Retail,25.0,2024-03,No discount
130600,2025-01-05,US10,P483474,In-Store,1,26.0,0.0,0,Aqua Resist Color Ink 24HR Waterproof  Liquid Eyeliner,MAKE UP FOR EVER,Makeup,Eye,26.0,3.7487,16234,199.0,10.92,United States,Americas,Retail,26.0,2025-01,No discount
156453,2024-06-24,AE10,P294018,Travel Retail,1,23.0,0.0,0,Cleansing Spa Water Cloths,Koh Gen Do,Skincare,Cleansers,23.0,4.4789,23197,284.0,8.74,United Arab Emirates,Middle East,Travel Retail,23.0,2024-06,No discount
125392,2024-03-11,DE10,P503206,In-Store,2,95.0,0.0,0,The Shebang Gift Set,By Rosie Jane,Fragrance,Value & Gift Sets,95.0,4.0,656,6.0,28.5,Germany,Europe,Retail,190.0,2024-03,No discount
115105,2025-04-24,UK10,P470542,In-Store,1,16.0,0.0,1,B.Y.O.B. Build Your Own Brow Customizable Set,SEPHORA COLLECTION,Makeup,Eye,16.0,4.587,8638,138.0,6.72,United Kingdom,Europe,Retail,16.0,2025-04,No discount
164882,2025-04-07,MA10,P471242,In-Store,1,22.0,0.1,0,Mini Easy Bake Loose Baking & Setting Powder,HUDA BEAUTY,Makeup,Mini Size,22.0,3.9007,112703,141.0,9.24,Morocco,Middle East & Africa,Retail,19.8,2025-04,Light (<=10%)
148130,2024-05-28,US20,P504281,Online,1,22.0,0.0,0,Mini Clean Classic Rollerball Perfume Set,CLEAN RESERVE,Fragrance,Value & Gift Sets,22.0,5.0,2720,1.0,6.6,United States,Americas,Online Fulfillment,22.0,2024-05,No discount
141031,2024-07-19,US10,P471076,In-Store,1,29.0,0.0,0,Discovery Eyeshadow Palette,Rare Beauty by Selena Gomez,Makeup,Eye,29.0,4.1593,23771,226.0,12.18,United States,Americas,Retail,29.0,2024-07,No discount
132903,2024-05-16,US10,P472452,In-Store,1,16.0,0.0,0,Vinofresh Natural Aluminum-Free Deodorant,Caudalie,Bath & Body,Body Care,16.0,3.7222,9207,234.0,6.4,United States,Americas,Retail,16.0,2024-05,No discount
151466,2024-04-26,US20,P107319,Online,1,29.0,0.0,0,Cleansing And Softening Refillable Shower Oil With Almond Oil,L'Occitane,Bath & Body,Bath & Shower,29.0,4.3501,75358,1808.0,11.6,United States,Americas,Online Fulfillment,29.0,2024-04,No discount
105214,2024-06-06,FR10,P46587789,In-Store,2,24.0,0.0,0,EF 1 Makeup Brush,MAKEUP BY MARIO,Makeup,Brushes & Applicators,24.0,3.9286,16423,28.0,10.08,France,Europe,Flagship Retail,48.0,2024-06,No discount
143137,2024-10-04,US10,P479830,In-Store,1,34.0,0.15,1,Bond-Building Repair Shampoo,Bumble and bumble,Hair,Shampoo & Conditioner,34.0,4.7016,6161,315.0,15.3,United States,Americas,Retail,28.9,2024-10,Medium (11-15%)
124866,2024-10-14,DE10,P395532,In-Store,1,6.0,0.15,0,Lip Liner To Go,SEPHORA COLLECTION,Makeup,Lip,6.0,4.0169,190809,827.0,2.52,Germany,Europe,Retail,5.1,2024-10,Medium (11-15%)
128360,2024-06-27,DE10,P6463,In-Store,1,63.0,0.0,0,Romance,Ralph Lauren,Fragrance,Women,63.0,4.5744,27981,524.0,18.9,Germany,Europe,Retail,63.0,2024-06,No discount
103068,2024-11-23,FR10,P152203,In-Store,1,16.0,0.0,0,Hand and Nail Cream,Caudalie,Bath & Body,Body Moisturizers,16.0,4.5379,54762,1344.0,6.4,France,Europe,Flagship Retail,16.0,2024-11,No discount
165554,2024-03-20,MA10,P472452,In-Store,1,16.0,0.0,0,Vinofresh Natural Aluminum-Free Deodorant,Caudalie,Bath & Body,Body Care,16.0,3.7222,9207,234.0,6.4,Morocco,Middle East & Africa,Retail,16.0,2024-03,No discount
145690,2025-04-02,US20,P430910,Online,1,50.0,0.0,0,Velvet Orchid Travel Spray,TOM FORD,Fragrance,Women,50.0,4.3795,16789,332.0,15.0,United States,Americas,Online Fulfillment,50.0,2025-04,No discount
153742,2024-08-21,US20,P49848448,Online,1,30.0,0.0,1,Liquid Touch Weightless Foundation,Rare Beauty by Selena Gomez,Makeup,Face,30.0,4.0332,263393,5186.0,12.6,United States,Americas,Online Fulfillment,30.0,2024-08,No discount
140058,2025-04-16,US10,P505041,In-Store,1,15.0,0.0,0,Glazing Over Nail Polish Duo Set,NAILS INC.,Makeup,Nail,15.0,5.0,2386,2.0,6.3,United States,Americas,Retail,15.0,2025-04,No discount
155388,2024-10-26,AE10,P432045,Travel Retail,1,29.0,0.0,0,GENIUS Liquid Collagen Lip Treatment,Algenist,Skincare,Lip Balms & Treatments,29.0,3.8721,44448,649.0,11.02,United Arab Emirates,Middle East,Travel Retail,29.0,2024-10,No discount
150940,2024-02-12,US20,P504044,Online,1,54.0,0.0,0,Pro-Retinol Megamoisture Face Cream,Josie Maran,Skincare,Moisturizers,54.0,4.7518,3498,278.0,20.52,United States,Americas,Online Fulfillment,54.0,2024-02,No discount
119603,2025-06-23,UK10,P502185,In-Store,1,45.0,0.0,0,Triclone Skin Tech Medium Coverage Foundation with Fermented Arnica,HAUS LABS BY LADY GAGA,Makeup,Face,45.0,4.2841,176443,1137.0,18.9,United Kingdom,Europe,Retail,45.0,2025-06,No discount
139725,2024-02-19,US10,P472065,In-Store,2,8.0,0.0,1,Makeup Tape,SEPHORA COLLECTION,Makeup,Brushes & Applicators,8.0,3.675,30968,40.0,3.36,United States,Americas,Retail,16.0,2024-02,No discount
107780,2025-05-12,FR10,P505250,In-Store,1,62.0,0.2,0,Love Face Eyeshadow & Cheek Essential Palette,Natasha Denona,Makeup,Makeup Palettes,62.0,3.3,2532,10.0,26.04,France,Europe,Flagship Retail,49.6,2025-05,Heavy (16%+)
128516,2024-12-30,US10,P475118,In-Store,1,32.0,0.0,0,"Bloom, Bronze & Glow Bronzer & Highlighter Duo",Jouer Cosmetics,Makeup,Cheek,32.0,4.36,15500,50.0,13.44,United States,Americas,Retail,32.0,2024-12,No discount
105587,2025-04-01,FR10,P501721,In-Store,1,28.0,0.1,0,Bust Your Brass Blonde Purple Shampoo,amika,Hair,Shampoo & Conditioner,28.0,4.1053,4270,19.0,12.6,France,Europe,Flagship Retail,25.2,2025-04,Light (<=10%)
113175,2024-07-09,UK10,P399503,In-Store,1,23.0,0.0,0,DRAMA LIQUI-PENCIL Longwear Eyeliner,Lancôme,Makeup,Eye,23.0,4.66,63085,1147.0,9.66,United Kingdom,Europe,Retail,23.0,2024-07,No discount
134217,2025-06-07,US10,P429675,In-Store,1,45.0,0.0,0,Hydra Life Balancing Hydration 2 in 1 Sorbet Water,Dior,Skincare,Moisturizers,45.0,3.7692,2966,13.0,17.1,United States,Americas,Retail,45.0,2025-06,No discount
131539,2024-10-08,US10,P408218,In-Store,1,25.0,0.0,0,Goof Proof Waterproof Easy Shape & Fill Eyebrow Pencil,Benefit Cosmetics,Makeup,Eye,25.0,4.3355,137430,1711.0,10.5,United States,Americas,Retail,25.0,2024-10,No discount
108217,2024-07-09,FR10,P420019,In-Store,1,30.0,0.0,0,PRO Foundation Brush #70,SEPHORA COLLECTION,Makeup,Brushes & Applicators,30.0,4.4966,93355,294.0,12.6,France,Europe,Flagship Retail,30.0,2024-07,No discount
156466,2024-11-23,AE10,P294018,Travel Retail,1,23.0,0.15,0,Cleansing Spa Water Cloths,Koh Gen Do,Skincare,Cleansers,23.0,4.4789,23197,284.0,8.74,United Arab Emirates,Middle East,Travel Retail,19.55,2024-11,Medium (11-15%)
121590,2025-04-02,DE10,P471076,In-Store,1,29.0,0.0,0,Discovery Eyeshadow Palette,Rare Beauty by Selena Gomez,Makeup,Eye,29.0,4.1593,23771,226.0,12.18,Germany,Europe,Retail,29.0,2025-04,No discount
139164,2024-06-04,US10,P467120,In-Store,1,39.0,0.0,1,That Hit Single Gel-Cream Cleanser,JLo Beauty,Skincare,Cleansers,39.0,4.0992,6260,363.0,14.82,United States,Americas,Retail,39.0,2024-06,No discount
156310,2024-03-04,AE10,P469195,Travel Retail,1,52.0,0.15,0,Supershine Moisturizing Hair Cream,Oribe,Hair,Hair Styling & Treatments,52.0,4.4692,20865,422.0,23.4,United Arab Emirates,Middle East,Travel Retail,44.199999999999996,2024-03,Medium (11-15%)
135183,2024-11-15,US10,P471046,In-Store,1,62.0,0.0,0,Turmeric Glow Brightening Moisturizer,KORA Organics,Skincare,Moisturizers,62.0,4.4985,17005,1017.0,23.56,United States,Americas,Retail,62.0,2024-11,No discount
119713,2025-02-11,UK10,P502866,In-Store,1,16.0,0.0,0,Disney Fantasia and ONE/SIZE Ultimate Mickey Puff,ONE/SIZE by Patrick Starrr,Makeup,Brushes & Applicators,16.0,4.3333,11246,6.0,6.72,United Kingdom,Europe,Retail,16.0,2025-02,No discount
108000,2025-01-19,FR10,P483474,In-Store,1,26.0,0.0,0,Aqua Resist Color Ink 24HR Waterproof  Liquid Eyeliner,MAKE UP FOR EVER,Makeup,Eye,26.0,3.7487,16234,199.0,10.92,France,Europe,Flagship Retail,26.0,2025-01,No discount
130298,2024-03-09,US10,P473145,In-Store,1,70.0,0.0,0,Major Dimension Eyeshadow Palette,PATRICK TA,Makeup,Eye,70.0,4.5648,79630,563.0,29.4,United States,Americas,Retail,70.0,2024-03,No discount
114576,2024-08-27,UK10,P431187,In-Store,1,28.0,0.15,0,Clean Bee Ultra Gentle Facial Cleanser,Farmacy,Skincare,Cleansers,28.0,4.0341,52562,881.0,10.64,United Kingdom,Europe,Retail,23.8,2024-08,Medium (11-15%)
162551,2024-05-03,AE10,P435342,Travel Retail,1,75.0,0.0,1,Honeysuckle & Davana Candle,Jo Malone London,Fragrance,Candles & Home Scents,75.0,4.0,1453,7.0,22.5,United Arab Emirates,Middle East,Travel Retail,75.0,2024-05,No discount
102202,2025-05-21,FR10,P476011,In-Store,1,30.0,0.0,0,Softlight Clean Dewy Hydrating Concealer,ROSE INC,Makeup,Face,30.0,4.3727,27242,499.0,12.6,France,Europe,Flagship Retail,30.0,2025-05,No discount
106547,2024-10-30,FR10,P471101,In-Store,1,50.0,0.0,0,Resurface+ AHA/BHA Niacinamide Exfoliating Pads for Face and Targeted Body,Skinfix,Skincare,Treatments,50.0,4.3713,27625,501.0,19.0,France,Europe,Flagship Retail,50.0,2024-10,No discount
101553,2024-08-09,FR10,P480529,In-Store,1,10.0,0.0,0,Power Mist Hydrating Hand Sanitizer,Touchland,Bath & Body,Body Care,10.0,4.2429,95944,177.0,4.0,France,Europe,Flagship Retail,10.0,2024-08,No discount
114636,2024-07-09,UK10,P459301,In-Store,1,45.0,0.0,0,Mini GOOPGLOW 15% Glycolic Acid Overnight Glow Peel,goop,Skincare,Mini Size,45.0,4.255,3228,1196.0,17.1,United Kingdom,Europe,Retail,45.0,2024-07,No discount
121727,2025-03-03,DE10,P472065,In-Store,1,8.0,0.0,0,Makeup Tape,SEPHORA COLLECTION,Makeup,Brushes & Applicators,8.0,3.675,30968,40.0,3.36,Germany,Europe,Retail,8.0,2025-03,No discount
118034,2024-07-08,UK10,P431511,In-Store,2,32.0,0.0,0,L'Absolu Lacquer Long-Lasting Liquid Lipstick,Lancôme,Makeup,Lip,32.0,4.2708,71038,1252.0,13.44,United Kingdom,Europe,Retail,64.0,2024-07,No discount
105131,2024-10-05,FR10,P229406,In-Store,1,35.0,0.1,0,Chocolate Soleil Matte Bronzer,Too Faced,Makeup,Cheek,35.0,4.625,286081,3947.0,14.7,France,Europe,Flagship Retail,31.5,2024-10,Light (<=10%)
131521,2024-07-22,US10,P408218,In-Store,1,25.0,0.1,0,Goof Proof Waterproof Easy Shape & Fill Eyebrow Pencil,Benefit Cosmetics,Makeup,Eye,25.0,4.3355,137430,1711.0,10.5,United States,Americas,Retail,22.5,2024-07,Light (<=10%)
100023,2024-05-30,FR10,P505041,In-Store,1,15.0,0.1,0,Glazing Over Nail Polish Duo Set,NAILS INC.,Makeup,Nail,15.0,5.0,2386,2.0,6.3,France,Europe,Flagship Retail,13.5,2024-05,Light (<=10%)
147868,2025-03-24,US20,P501284,Online,1,28.0,0.1,0,Halo Sheer To Stay Cream Cheek + Lip Tint,Smashbox,Makeup,Cheek,28.0,4.1971,3868,416.0,11.76,United States,Americas,Online Fulfillment,25.2,2025-03,Light (<=10%)
117241,2024-02-21,UK10,P504849,In-Store,1,54.0,0.0,0,Plumping Power Duo,Glow Recipe,Skincare,Value & Gift Sets,54.0,4.8454,12092,97.0,20.52,United Kingdom,Europe,Retail,54.0,2024-02,No discount
124808,2025-02-19,DE10,P440305,In-Store,1,44.0,0.15,0,Goat Milk Moisturizing Cleanser,Kate Somerville,Skincare,Cleansers,44.0,4.5575,16803,174.0,16.72,Germany,Europe,Retail,37.4,2025-02,Medium (11-15%)
160583,2025-03-05,AE10,P409988,Travel Retail,1,35.0,0.1,1,Lock-It Setting Powder,KVD Beauty,Makeup,Face,35.0,4.2027,86770,2931.0,14.7,United Arab Emirates,Middle East,Travel Retail,31.5,2025-03,Light (<=10%)
156326,2024-11-22,AE10,P469195,Travel Retail,1,52.0,0.0,0,Supershine Moisturizing Hair Cream,Oribe,Hair,Hair Styling & Treatments,52.0,4.4692,20865,422.0,23.4,United Arab Emirates,Middle East,Travel Retail,52.0,2024-11,No discount
103125,2024-05-27,FR10,P500445,In-Store,1,29.0,0.0,0,Prep Set Tan Tanning Mist with Hyaluronic Acid,Iconic London,Skincare,Self Tanners,29.0,4.2703,6187,37.0,11.02,France,Europe,Flagship Retail,29.0,2024-05,No discount
125939,2024-09-14,DE10,P418122,In-Store,1,82.0,0.1,0,Dior Homme Sport,Dior,Fragrance,Men,82.0,4.4118,1784,17.0,24.6,Germany,Europe,Retail,73.8,2024-09,Light (<=10%)
108019,2025-06-01,FR10,P483474,In-Store,1,26.0,0.0,0,Aqua Resist Color Ink 24HR Waterproof  Liquid Eyeliner,MAKE UP FOR EVER,Makeup,Eye,26.0,3.7487,16234,199.0,10.92,France,Europe,Flagship Retail,26.0,2025-06,No discount
138468,2024-05-28,US10,P500787,In-Store,1,18.0,0.0,0,All Day Body Hydrator with Shea Butter,SEPHORA COLLECTION,Bath & Body,Body Moisturizers,18.0,4.2333,5438,30.0,7.2,United States,Americas,Retail,18.0,2024-05,No discount
143736,2024-05-04,US10,P502866,In-Store,1,16.0,0.0,0,Disney Fantasia and ONE/SIZE Ultimate Mickey Puff,ONE/SIZE by Patrick Starrr,Makeup,Brushes & Applicators,16.0,4.3333,11246,6.0,6.72,United States,Americas,Retail,16.0,2024-05,No discount
138633,2024-04-17,US10,P470525,In-Store,1,40.0,0.0,0,SALT or SWEET Perfume Gift Set,Ellis Brooklyn,Fragrance,Women,40.0,4.4634,6448,41.0,12.0,United States,Americas,Retail,40.0,2024-04,No discount
150490,2024-02-25,US20,P480634,Online,1,10.99,0.0,0,Hyaluronic Acid Hydrating Hair Treatment,The INKEY List,Hair,Hair Styling & Treatments,10.99,4.2604,24725,169.0,4.95,United States,Americas,Online Fulfillment,10.99,2024-02,No discount
158373,2025-03-29,AE10,P467038,Travel Retail,1,28.0,0.0,0,Retinol Eye Stick,Peace Out,Skincare,Eye Care,28.0,4.2062,136726,1329.0,10.64,United Arab Emirates,Middle East,Travel Retail,28.0,2025-03,No discount
150021,2024-07-13,US20,P382378,Online,1,55.0,0.0,0,130 Large Powder Brush,MAKE UP FOR EVER,Makeup,Brushes & Applicators,55.0,4.8511,15548,94.0,23.1,United States,Americas,Online Fulfillment,55.0,2024-07,No discount
155364,2024-04-27,AE10,P432045,Travel Retail,1,29.0,0.0,1,GENIUS Liquid Collagen Lip Treatment,Algenist,Skincare,Lip Balms & Treatments,29.0,3.8721,44448,649.0,11.02,United Arab Emirates,Middle East,Travel Retail,29.0,2024-04,No discount
137635,2024-05-29,US10,P504364,In-Store,1,64.0,0.0,0,Glossier You Eau de Parfum,Glossier,Fragrance,Women,64.0,3.7574,55874,235.0,19.2,United States,Americas,Retail,64.0,2024-05,No discount
165547,2025-06-09,MA10,P504519,In-Store,1,58.0,0.0,0,Daily Defense Mineral Body Lotion SPF 30,Soleil Toujours,Bath & Body,Body Moisturizers,58.0,5.0,772,8.0,23.2,Morocco,Middle East & Africa,Retail,58.0,2025-06,No discount
116802,2025-02-21,UK10,P504044,In-Store,1,54.0,0.0,0,Pro-Retinol Megamoisture Face Cream,Josie Maran,Skincare,Moisturizers,54.0,4.7518,3498,278.0,20.52,United Kingdom,Europe,Retail,54.0,2025-02,No discount
139659,2024-04-02,US10,P482755,In-Store,1,36.0,0.0,0,Claydate Detoxifying & Toning Face Mask Stick,TULA Skincare,Skincare,Masks,36.0,4.3333,1460,36.0,13.68,United States,Americas,Retail,36.0,2024-04,No discount
153454,2025-04-03,US20,P401771,Online,1,25.0,0.0,0,24/7 Waterline Eye Pencil,Urban Decay,Makeup,Eye,25.0,3.3484,30089,577.0,10.5,United States,Americas,Online Fulfillment,25.0,2025-04,No discount
137076,2025-03-10,US10,P450720,In-Store,2,25.0,0.0,0,Contour & Highlight Stick,Anastasia Beverly Hills,Makeup,Face,25.0,3.8262,37976,351.0,10.5,United States,Americas,Retail,50.0,2025-03,No discount
122292,2025-05-20,DE10,P471009,In-Store,1,42.0,0.0,0,Vinoperfect Brightening Glycolic Peel Mask,Caudalie,Skincare,Masks,42.0,4.5365,19999,192.0,15.96,Germany,Europe,Retail,42.0,2025-05,No discount
127946,2024-10-29,DE10,P477822,In-Store,1,32.0,0.15,0,Curl Gel Pomade,Bumble and bumble,Hair,Hair Styling & Treatments,32.0,3.5,1204,2.0,14.4,Germany,Europe,Retail,27.2,2024-10,Medium (11-15%)
139444,2024-02-02,US10,P479688,In-Store,1,10.0,0.0,0,AHA Peeling Masks,SEPHORA COLLECTION,Skincare,Masks,10.0,3.6923,10299,39.0,3.8,United States,Americas,Retail,10.0,2024-02,No discount
104292,2024-07-25,FR10,P91627362,In-Store,1,24.0,0.0,0,GO OFF Makeup Dissolving Mist,ONE/SIZE by Patrick Starrr,Skincare,Cleansers,24.0,4.1746,18322,252.0,9.12,France,Europe,Flagship Retail,24.0,2024-07,No discount
139247,2024-03-25,US10,P481348,In-Store,1,62.0,0.0,0,Clinical 0.3% Retinol + 2% Bakuchiol Treatment,Paula's Choice,Skincare,Treatments,62.0,4.8235,13939,170.0,23.56,United States,Americas,Retail,62.0,2024-03,No discount
112782,2024-02-08,UK10,P442742,In-Store,1,55.0,0.0,0,Peptide 21 Amino Acid Exfoliating Peel Pads,Peter Thomas Roth,Skincare,Treatments,55.0,4.6453,16263,547.0,20.9,United Kingdom,Europe,Retail,55.0,2024-02,No discount
149168,2024-10-03,US20,P443834,Online,1,11.99,0.1,0,Rosehip Nourishing Night Oil,The INKEY List,Skincare,Moisturizers,11.99,4.1029,34950,175.0,4.56,United States,Americas,Online Fulfillment,10.791,2024-10,Light (<=10%)
121198,2024-12-09,DE10,P378111,In-Store,1,29.0,0.0,0,Lip Injection Extreme Hydrating Lip Plumper,Too Faced,Makeup,Lip,29.0,3.6516,213097,2615.0,12.18,Germany,Europe,Retail,29.0,2024-12,No discount
163397,2024-05-13,MA10,P461636,In-Store,1,11.0,0.0,0,Mini Style + Protect Refresh & Go Dry Shampoo,Pureology,Hair,Hair Styling & Treatments,11.0,4.2454,2551,326.0,4.95,Morocco,Middle East & Africa,Retail,11.0,2024-05,No discount
102423,2025-04-16,FR10,P469195,In-Store,1,52.0,0.0,0,Supershine Moisturizing Hair Cream,Oribe,Hair,Hair Styling & Treatments,52.0,4.4692,20865,422.0,23.4,France,Europe,Flagship Retail,52.0,2025-04,No discount
141496,2025-02-06,US10,P477741,In-Store,1,32.0,0.15,0,Extra Love Volume Shampoo,IGK,Hair,Shampoo & Conditioner,32.0,4.4444,1412,72.0,14.4,United States,Americas,Retail,27.2,2025-02,Medium (11-15%)
104278,2024-04-04,FR10,P91627362,In-Store,1,24.0,0.0,0,GO OFF Makeup Dissolving Mist,ONE/SIZE by Patrick Starrr,Skincare,Cleansers,24.0,4.1746,18322,252.0,9.12,France,Europe,Flagship Retail,24.0,2024-04,No discount
117851,2025-03-28,UK10,P379995,In-Store,1,120.0,0.0,0,Perfectionist CP+R Wrinkle Lifting/Firming Serum,Estée Lauder,Skincare,Treatments,120.0,4.2234,14820,94.0,45.6,United Kingdom,Europe,Retail,120.0,2025-03,No discount
123271,2024-10-04,DE10,P428636,In-Store,1,25.0,0.0,1,Mini The Cleansing Foam,La Mer,Skincare,Cleansers,25.0,3.6087,8063,23.0,9.5,Germany,Europe,Retail,25.0,2024-10,No discount
140021,2024-07-21,US10,P505041,In-Store,1,15.0,0.0,0,Glazing Over Nail Polish Duo Set,NAILS INC.,Makeup,Nail,15.0,5.0,2386,2.0,6.3,United States,Americas,Retail,15.0,2024-07,No discount
134175,2024-05-08,US10,P429675,In-Store,1,45.0,0.0,0,Hydra Life Balancing Hydration 2 in 1 Sorbet Water,Dior,Skincare,Moisturizers,45.0,3.7692,2966,13.0,17.1,United States,Americas,Retail,45.0,2024-05,No discount
124820,2025-06-08,DE10,P440305,In-Store,1,44.0,0.0,0,Goat Milk Moisturizing Cleanser,Kate Somerville,Skincare,Cleansers,44.0,4.5575,16803,174.0,16.72,Germany,Europe,Retail,44.0,2025-06,No discount
151739,2024-05-02,US20,P501696,Online,2,34.0,0.0,0,"002 Neroli, Jasmine and White Amber Eau de Parfum Travel Spray",Bon Parfumeur,Fragrance,Women,34.0,5.0,836,2.0,10.2,United States,Americas,Online Fulfillment,68.0,2024-05,No discount
134790,2024-12-28,US10,P456007,In-Store,1,13.0,0.1,0,Lilly Lashes Brush On Lash Adhesive: Black,Lilly Lashes,Makeup,Eye,13.0,3.9977,3564,438.0,5.46,United States,Americas,Retail,11.700000000000001,2024-12,Light (<=10%)
108181,2025-06-08,FR10,P269707,In-Store,1,45.0,0.0,0,CAVIAR Anti-Aging Replenishing Moisture Masque,ALTERNA Haircare,Hair,Hair Styling & Treatments,45.0,3.9368,4688,95.0,20.25,France,Europe,Flagship Retail,45.0,2025-06,No discount
157286,2024-07-19,AE10,P483654,Travel Retail,1,40.0,0.0,1,Dior Addict Lip Tint,Dior,Makeup,Lip,40.0,3.6104,68493,77.0,16.8,United Arab Emirates,Middle East,Travel Retail,40.0,2024-07,No discount
109700,2024-11-23,FR10,P427393,In-Store,1,55.0,0.0,0,Hyaluronic Marine Dew It Right Eye Gel,Dr. Dennis Gross Skincare,Skincare,Eye Care,55.0,3.5442,12365,147.0,20.9,France,Europe,Flagship Retail,55.0,2024-11,No discount
110256,2024-02-14,FR10,P500992,In-Store,1,25.0,0.0,0,Rouge Artist For Ever Matte 24HR Longwear Liquid Lipstick,MAKE UP FOR EVER,Makeup,Lip,25.0,4.1005,19148,209.0,10.5,France,Europe,Flagship Retail,25.0,2024-02,No discount
140779,2024-12-17,US10,P420019,In-Store,1,30.0,0.0,0,PRO Foundation Brush #70,SEPHORA COLLECTION,Makeup,Brushes & Applicators,30.0,4.4966,93355,294.0,12.6,United States,Americas,Retail,30.0,2024-12,No discount
147246,2024-05-29,US20,P378111,Online,1,29.0,0.1,0,Lip Injection Extreme Hydrating Lip Plumper,Too Faced,Makeup,Lip,29.0,3.6516,213097,2615.0,12.18,United States,Americas,Online Fulfillment,26.1,2024-05,Light (<=10%)
166102,2024-05-22,MA10,P501493,In-Store,1,65.0,0.0,0,Firm + Flaunt Targeted Booty Balm,JLo Beauty,Bath & Body,Body Moisturizers,65.0,4.0688,11991,189.0,26.0,Morocco,Middle East & Africa,Retail,65.0,2024-05,No discount
100110,2024-11-11,FR10,P476428,In-Store,1,58.0,0.0,0,Brightening Dark Spot Vitamin C Serum,Hyper Skin,Skincare,Treatments,58.0,4.5664,13429,143.0,22.04,France,Europe,Flagship Retail,58.0,2024-11,No discount
