movement_id,movement_date,plant_id,material_id,movement_type,quantity
102469,2025-04-07,AE10,P49848448,GR,1.0
95651,05/19/2025,US20 ,P483654,101,6.0
47899,2024-05-29,US20 ,P456007,Goods Issue,-1.0
104903,2025-02-24,ma10,P413326,Goods Receipt,1.0
26834,09.04.2024,DE10,P504364,601,-2.0
34070,2024-11-24, US10,P432863,Goods Issue,-1.0
27215,26.04.2024,de10,P109911,GI Sale,-1.0
46372,29-Jul-2024, US10,P455418,601_GOODS_ISSUE_SALE,-1.0
36876,12-Jan-2025,US10 ,P477822,601_GOODS_ISSUE_SALE,-1.0
97396,2025-05-05,US20,P49848448,GR,1.0
104670,2024-06-03,MA10,P401771,Goods Receipt,1.0
63276,2024-05-06,AE10 ,P504285,601_GOODS_ISSUE_SALE,-1.0
68913,09/21/2024,MA10 ,P428222,Goods Issue,-1.0
89046,05/19/2025,us10,P162554,GR,1.0
7181,2025-06-10,FR10,P375534,651_CUSTOMER_RETURN,1.0
100998,22.04.2024,AE10,P473260,GR,2.0
56627,2024-03-19,US20,P454941,601,-1.0
48629,31.08.2024,US20 ,P455418,GI Sale,-1.0
34996,07/30/2024, US10,P501284,GI Sale,-1.0
90211,16.06.2025,US10,P462417,Goods Receipt,1.0
40600,10/11/2024, US10,P387564,601_GOODS_ISSUE_SALE,-1.0
39741,05-Aug-2024,us10,P427393,Goods Issue,-1.0
5059,03-Nov-2024, FR10,P457458,601,-1.0
44939,16.01.2025,US10 ,P501153,GI Sale,-1.0
63246,09/07/2024, AE10,P479829,Goods Issue,-1.0
42644,22-Mar-2024, US10,P442742,Goods Issue,-2.0
95184,07/29/2024,US20 ,P501760,101_GOODS_RECEIPT,2.0
86182,05/19/2025,US10 ,P467973,GR,2.0
18865,16-Sep-2024, UK10,P395532,601_GOODS_ISSUE_SALE,-1.0
73167,02-Jun-2025,fr10,P469197,GR,2.0
85636,06/03/2024, DE10,P502068,101_GOODS_RECEIPT,2.0
97300,2024-03-11,us20,P392004,Goods Receipt,1.0
26067,13.05.2025,DE10,P501760,601,-2.0
706,12/31/2023,US20,P500687,000_OPENING_BALANCE,3.0
3185,04/06/2024, FR10,P383054,601_GOODS_ISSUE_SALE,-1.0
80630,15.01.2024,uk10,P480152,101_GOODS_RECEIPT,2.0
69493,05.06.2024,MA10 ,P502306,651,1.0
105266,30.12.2024,MA10 ,P469439,101,1.0
6630,2024-01-09,FR10 ,P46587789,GI Sale,-1.0
11035,08/24/2024,fr10,P444990,651_CUSTOMER_RETURN,1.0
71239,11.05.2024,MA10,P49848448,Return,1.0
44422,2024-08-02,US10 ,P420019,601,-1.0
31614,14-Nov-2024,us10,P91627362,GI Sale,-1.0
81602,04/22/2024,DE10 ,P502186,GR,1.0
69947,2025-03-21,ma10,P399503,601,-1.0
51627,14-Nov-2024, US20,P484052,601,-1.0
12142,05-Mar-2024, FR10,P504064,Goods Issue,-1.0
97345,21-Oct-2024, US20,P473145,Goods Receipt,1.0
87831,11-Mar-2024,US10 ,P504841,101,
53512,03/17/2025, US20,P501760,601_GOODS_ISSUE_SALE,-1.0
50182,2024-11-06,us20,P479688,GI Sale,-1.0
60941,05-Dec-2024, AE10,P440305,Goods Issue,-1.0
41277,21-Mar-2024, US10,P49848448,601,-1.0
102125,2025-05-05,ae10,P428222,GR,
77849,10/07/2024,UK10 ,P461636,GR,3.0
58698,2025-06-01,US20 ,P399503,GI Sale,-1.0
18878,2024-11-08,uk10,P395532,601,-1.0
81259,2024-08-12,DE10 ,P389524,101_GOODS_RECEIPT,1.0
75944,17-Jun-2024,FR10 ,P435342,101,3.0
1140,12/31/2023, MA10,P458630,Opening Balance,3.0
6184,03-Apr-2025,FR10 ,P107319,Goods Issue,-1.0
80699,07/01/2024, UK10,P430910,101,1.0
36479,30.05.2025,US10,P183916,601_GOODS_ISSUE_SALE,-1.0
24235,13.01.2024,DE10,P416725,Goods Issue,-1.0
76558,12.02.2024,FR10,P502068,101,2.0
25943,16.01.2025,de10,P444990,601,-1.0
79008,02-Dec-2024,uk10,P483678,101_GOODS_RECEIPT,1.0
673,12/31/2023,US20 ,P469195,000_OPENING_BALANCE,3.0
22835,13.05.2024, DE10,P468161,Goods Issue,
102472,2025-05-19,AE10 ,P49848448,101,1.0
72242,15-Jan-2024,FR10 ,P504789,101_GOODS_RECEIPT,1.0
24627,04/03/2025, DE10,P502306,601_GOODS_ISSUE_SALE,-1.0
72026,17-Jun-2024, FR10,P461185,101,2.0
91660,2025-01-13,us10,P461950,101_GOODS_RECEIPT,1.0
38739,20.12.2024,US10,P430910,601,-2.0
12561,2024-10-04,FR10,P448730,Goods Issue,-1.0
61842,21.11.2024,AE10 ,P479688,Goods Issue,-1.0
21166,14-Sep-2024,UK10 ,P480152,601,-1.0
6513,11.02.2025,FR10,P392004,Goods Issue,-1.0
43416,2025-05-16, US10,P472065,Goods Issue,-1.0
38820,28.07.2024,US10 ,P502289,GI Sale,
27210,20.01.2024,DE10,P109911,Goods Issue,-2.0
82927,12/16/2024,DE10 ,P461185,101_GOODS_RECEIPT,2.0
65338,2025-01-29,AE10 ,P483474,651,1.0
24365,07-Apr-2024, DE10,P456006,601,-1.0
90009,02-Jun-2025,US10 ,P49848448,Goods Receipt,2.0
82322,03-Jun-2024,DE10 ,P456006,GR,1.0
66824,2024-10-11,AE10,P428222,601_GOODS_ISSUE_SALE,-1.0
94443,12.02.2024, US20,P501284,Goods Receipt,1.0
51142,28-Mar-2025,US20 ,P420019,Goods Issue,-1.0
51948,03/08/2025,us20,P501284,601_GOODS_ISSUE_SALE,-1.0
84659,03/11/2024,de10,P469828,101,1.0
77761,04/21/2025,uk10,P387939,GR,1.0
73954,2024-01-15,FR10,P46587789,GR,4.0
8076,26.08.2024,FR10 ,P471101,601_GOODS_ISSUE_SALE,-1.0
83020,2025-02-10,DE10 ,P12790,Goods Receipt,2.0
1792,02/10/2024,FR10,P467120,Goods Issue,-1.0
26436,2024-10-23,DE10 ,P475951,601,-1.0
85289,21.04.2025,de10,P501697,101_GOODS_RECEIPT,1.0
37218,07/01/2024,us10,P476550,GI Sale,-1.0
48001,04.09.2024,us20,P109911,601,-1.0
17045,04/03/2024,UK10,P461185,GI Sale,-1.0
6338,19.06.2025,FR10,P470525,Goods Issue,-1.0
40843,12-Aug-2024,us10,P501965,601_GOODS_ISSUE_SALE,-2.0
14254,2025-04-15,UK10,P477741,601_GOODS_ISSUE_SALE,-1.0
6527,27-Jan-2024,FR10,P229406,651_CUSTOMER_RETURN,1.0
37190,26.06.2025,us10,P449342,GI Sale,-1.0
95158,12/16/2024,US20 ,P470004,101,5.0
66140,11/22/2024, AE10,P471242,601_GOODS_ISSUE_SALE,-1.0
100966,2025-06-02,AE10 ,P417192,101_GOODS_RECEIPT,1.0
85510,2025-03-24, DE10,P482755,Goods Receipt,1.0
49146,10.12.2024, US20,P397465,GI Sale,-1.0
90625,02/12/2024,us10,P504044,101_GOODS_RECEIPT,1.0
7952,23-May-2025,FR10,P469440,601_GOODS_ISSUE_SALE,-1.0
53149,26.05.2025,us20,P76000,601,-1.0
51719,12/27/2024,US20 ,P504064,GI Sale,-1.0
101993,29.07.2024, AE10,P468161,Goods Receipt,2.0
62633,22-Feb-2025,AE10 ,P462417,Goods Issue,-1.0
63364,04/19/2025,AE10 ,P471226,GI Sale,-2.0
45826,2025-01-05, US10,P504285,Goods Issue,-1.0
47226,07/05/2024, US10,P473260,GI Sale,-1.0
84582,01-Jul-2024,DE10 ,P427393,Goods Receipt,2.0
102870,02-Jun-2025, MA10,P471101,101,1.0
48024,18.01.2025,us20,P109911,601_GOODS_ISSUE_SALE,-1.0
74576,24-Feb-2025,fr10,P471101,101,5.0
72726,24-Mar-2025, FR10,P469195,101,2.0
40005,10/07/2024, US10,P501760,601,-1.0
53793,01/02/2024,US20,P502866,601,-1.0
102904,2024-09-23, MA10,P470542,Goods Receipt,1.0
85398,07.10.2024,DE10 ,P467123,GR,1.0
47816,12-Aug-2024,US20 ,P477838,Goods Issue,-1.0
2056,2024-11-28,FR10,P417192,601,-1.0
102819,24.03.2025, MA10,P439672,Goods Receipt,1.0
59430,09/25/2024,US20 ,P458630,601_GOODS_ISSUE_SALE,-1.0
82679,05-May-2025,DE10,P455418,101_GOODS_RECEIPT,1.0
84556,06.05.2024,de10,P418122,101_GOODS_RECEIPT,1.0
56618,2024-01-17,US20 ,P454941,Goods Issue,-1.0
102348,10.03.2025,ae10,P504064,101_GOODS_RECEIPT,4.0
53642,21-Dec-2024,US20 ,P502289,601_GOODS_ISSUE_SALE,-1.0
29178,06/24/2025, DE10,P466426,GI Sale,-1.0
96788,27.01.2025,us20,P480152,Goods Receipt,1.0
58466,2025-05-23,US20,P439672,601,-1.0
1059,31.12.2023, MA10,P502289,000,3.0
82119,2025-02-24,de10,P446816,101_GOODS_RECEIPT,1.0
67765,28-Dec-2024,AE10,P413326,GI Sale,-1.0
95233,2025-06-02,US20 ,P500787,Goods Receipt,2.0
13122,01-Apr-2024,uk10,P473260,Goods Issue,-1.0
103419,23-Sep-2024,ma10,P428222,101,1.0
53480,04.09.2024,US20 ,P501760,601_GOODS_ISSUE_SALE,-1.0
59332,05.04.2024,us20,P462387,601_GOODS_ISSUE_SALE,-1.0
82279,24-Feb-2025,DE10,P375938,GR,1.0
103557,19.05.2025,MA10 ,P479732,GR,1.0
24786,11-Jun-2025,DE10 ,P476697,601_GOODS_ISSUE_SALE,-1.0
11799,07-Feb-2024,FR10 ,P471046,Customer Return,1.0
101123,2024-11-18,AE10,P439672,101,2.0
14386,2024-11-14,uk10,P504127,GI Sale,-1.0
82055,12/16/2024,DE10 ,P456975,101,1.0
31611,10/26/2024, US10,P91627362,Goods Issue,-1.0
28930,08/31/2024,de10,P501965,Goods Issue,-1.0
3020,29-Oct-2024,FR10,P461636,601,-1.0
74528,07/01/2024, FR10,P456007,101,3.0
34564,01/19/2024,US10 ,P408218,601,-2.0
50114,02/19/2025,US20 ,P451225,601_GOODS_ISSUE_SALE,-2.0
64500,2024-11-08,AE10 ,P469439,601,-1.0
52013,2025-03-07,US20 ,P471046,601_GOODS_ISSUE_SALE,-1.0
87523,01/29/2024, US10,P459301,101,4.0
6770,2024-03-23,fr10,P428222,601_GOODS_ISSUE_SALE,-1.0
83737,26.02.2024,DE10,P482694,Goods Receipt,1.0
95439,30.06.2025, US20,P476690,101,1.0
11609,06.10.2024,FR10 ,P462417,601,-1.0
77856,13.01.2025,UK10,P461636,101_GOODS_RECEIPT,2.0
45923,05/17/2025,US10,P502306,Goods Issue,-1.0
30955,01/10/2024,de10,P456007,601_GOODS_ISSUE_SALE,-1.0
44622,2024-05-24,US10,P455321,601_GOODS_ISSUE_SALE,-1.0
40180,07-Sep-2024, US10,P429554,Goods Issue,-1.0
5099,2025-06-10,FR10 ,P457458,Goods Issue,-1.0
97464,13.01.2025,us20,P482509,101_GOODS_RECEIPT,1.0
66255,2025-02-13, AE10,P434440,601,-1.0
75584,06/17/2024,FR10,P471076,101,2.0
13193,06/28/2024,UK10,P484052,Goods Issue,-1.0
5391,05.07.2024,fr10,P479969,Goods Issue,-1.0
101713,15-Jan-2024, AE10,P471242,Goods Receipt,4.0
82165,10-Feb-2025,DE10,P505463,GR,1.0
29695,05/22/2025, DE10,P439406,601_GOODS_ISSUE_SALE,-1.0
41561,05.09.2024,US10 ,P416825,Goods Issue,-1.0
40349,2024-02-16,US10,P467038,601_GOODS_ISSUE_SALE,-3.0
77553,30.12.2024, UK10,P477838,Goods Receipt,1.0
45006,2025-04-23,US10 ,P418122,Goods Issue,-1.0
81910,01.07.2024,de10,P378111,Goods Receipt,1.0
98295,09.09.2024,AE10,P446816,101_GOODS_RECEIPT,1.0
52531,01/18/2025, US20,P461185,Goods Issue,-1.0
40262,06/07/2024, US10,P457429,Goods Issue,
19284,05.01.2024,UK10,P107319,GI Sale,-1.0
54767,2024-11-20,us20,P480634,601_GOODS_ISSUE_SALE,-1.0
5777,02-Apr-2024,fr10,P462387,GI Sale,-1.0
6956,26.03.2024, FR10,P479830,Return,1.0
79721,22.04.2024,UK10,P107319,101,3.0
94888,2025-06-16, US20,P395532,GR,1.0
79087,21-Oct-2024, UK10,P294018,Goods Receipt,1.0
51938,2024-12-16,us20,P501284,Goods Issue,-2.0
97940,15.01.2024,US20 ,P458630,101,4.0
45894,14-Dec-2024,US10 ,P502306,GI Sale,-1.0
14177,2024-02-11,UK10 ,P461451,651_CUSTOMER_RETURN,1.0
69049,17-Mar-2025, MA10,P469828,601_GOODS_ISSUE_SALE,-1.0
82666,09/23/2024,de10,P455418,Goods Receipt,3.0
25102,03.04.2025,DE10 ,P455418,601,-1.0
68824,08/28/2024,MA10 ,P443834,GI Sale,-1.0
71780,23-Sep-2024, FR10,P473260,101,3.0
102238,2024-01-29,AE10 ,P109911,101_GOODS_RECEIPT,1.0
97692,30-Jun-2025,US20,P471076,Goods Receipt,1.0
103466,29-Jan-2024, MA10,P451225,101,1.0
17577,2025-05-06,UK10 ,P472317,601_GOODS_ISSUE_SALE,-1.0
75927,02/10/2025, FR10,P476690,Goods Receipt,3.0
59739,11.02.2024,AE10,P471101,Customer Return,1.0
80545,16-Jun-2025, UK10,P416725,Goods Receipt,1.0
103597,05/20/2024, MA10,P504187,Goods Receipt,1.0
74521,11-Mar-2024,FR10,P456007,GR,1.0
93660,01/13/2025,US20 ,P479688,Goods Receipt,5.0
2615,07/12/2024, FR10,P504789,GI Sale,-1.0
16662,02/06/2024, UK10,P459301,601,-1.0
82306,2025-03-10,de10,P477168,101,1.0
41472,05/17/2025,US10 ,P481396,GI Sale,-1.0
98041,05.05.2025,ae10,P443834,101,3.0
70772,03/14/2025,MA10,P482694,601,-1.0
73988,05/05/2025, FR10,P46587789,Goods Receipt,1.0
34902,12.07.2024,US10 ,P479969,GI Sale,
74733,2025-06-02,fr10,P399503,101,1.0
25592,05/22/2025, DE10,P461185,601,-1.0
18716,19-Nov-2024,uk10,P409988,Goods Issue,-1.0
57212,27-Dec-2024,US20 ,P475118,Return,1.0
46653,11/09/2024, US10,P477168,GI Sale,-2.0
40632,2025-06-17,US10,P387564,GI Sale,-2.0
17737,2024-11-09, UK10,P502068,601_GOODS_ISSUE_SALE,-1.0
86710,06/17/2024,us10,P431187,101_GOODS_RECEIPT,4.0
62082,28.04.2025,AE10,P434399,601_GOODS_ISSUE_SALE,-1.0
34974,27-Feb-2024,US10 ,P501284,601_GOODS_ISSUE_SALE,-1.0
101496,16-Jun-2025, AE10,P480636,101_GOODS_RECEIPT,1.0
28751,2024-04-11,DE10,P502866,GI Sale,-1.0
80713,2025-03-24,UK10 ,P430910,101_GOODS_RECEIPT,1.0
68075,06.02.2025, MA10,P439672,Goods Issue,-1.0
69972,26.03.2025,ma10,P480634,GI Sale,-1.0
77116,03/11/2024, UK10,P501721,101_GOODS_RECEIPT,1.0
26720,18.02.2025,de10,P467120,GI Sale,-1.0
64031,2024-07-13, AE10,P467973,601_GOODS_ISSUE_SALE,-1.0
18454,11-Oct-2024,uk10,P91627362,601,-1.0
18787,2024-09-14,uk10,P162554,601_GOODS_ISSUE_SALE,-1.0
86956,16.06.2025, US10,P480152,GR,2.0
65010,23-Feb-2024,ae10,P439672,601_GOODS_ISSUE_SALE,-1.0
45063,29-Jan-2025,US10,P481141,601,-1.0
14879,2024-04-11,uk10,P504841,601,-1.0
19868,15-Feb-2025,uk10,P54433,601,-1.0
4714,01-Jan-2025,fr10,P469197,GI Sale,-1.0
71949,13-Jan-2025,fr10,P442742,101,1.0
26092,04-May-2024,DE10,P429952,601_GOODS_ISSUE_SALE,-1.0
72079,10.03.2025,FR10,P504127,GR,2.0
105006,03-Jun-2024, MA10,P392004,101,1.0
13862,2024-02-27,UK10,P467944,Goods Issue,-1.0
86134,09.09.2024, US10,P470510,GR,4.0
8063,05.05.2024,FR10,P471101,GI Sale,-1.0
34498,06/27/2025,US10 ,P500992,601_GOODS_ISSUE_SALE,-1.0
35000,2024-08-15,US10 ,P501284,601,-1.0
16495,12/29/2024,UK10 ,P152203,Goods Issue,-2.0
66697,20-Nov-2024, AE10,P504794,GI Sale,-1.0
8495,2025-02-15,fr10,P501697,601_GOODS_ISSUE_SALE,-1.0
52889,01/18/2025, US20,P294018,601_GOODS_ISSUE_SALE,-2.0
40472,2024-07-19, US10,P450720,601,-1.0
101060,20-May-2024,AE10 ,P431511,GR,5.0
37883,28.12.2024,us10,P294018,601,-1.0
79117,23.09.2024,uk10,P501493,101,2.0
60024,02-Dec-2024,AE10 ,P476550,GI Sale,-1.0
37922,02/08/2024, US10,P469197,GI Sale,-1.0
484,31-Dec-2023,US10,P504794,000,3.0
12676,04/02/2025,fr10,P502068,601_GOODS_ISSUE_SALE,-1.0
43161,2025-01-05,US10,P503857,Goods Issue,-1.0
24727,03/15/2024,de10,P476697,601,-1.0
89163,16.12.2024,US10,P34402,Goods Receipt,1.0
29791,04/14/2025, DE10,P408218,Goods Issue,-2.0
83032,2024-04-08, DE10,P481396,101,2.0
2219,2024-10-29, FR10,P504127,Goods Issue,-1.0
71958,06/16/2025,FR10,P442742,Goods Receipt,2.0
10671,08/23/2024, FR10,P479732,601,-1.0
47101,01/04/2024, US10,P46587789,601_GOODS_ISSUE_SALE,-1.0
21187,2024-01-11,uk10,P417312,601_GOODS_ISSUE_SALE,-1.0
13296,2024-01-15,UK10 ,P504064,601_GOODS_ISSUE_SALE,-1.0
31992,03/16/2025,US10 ,P444990,Goods Issue,-1.0
52001,11/23/2024,US20 ,P471046,601,-1.0
99464,27.01.2025, AE10,P479732,GR,1.0
95805,11/04/2024, US20,P474942,101_GOODS_RECEIPT,5.0
104169,12/30/2024, MA10,P480634,101_GOODS_RECEIPT,
17645,2024-07-19,uk10,P471076,Goods Issue,-1.0
56085,09.02.2024, US20,P504519,GI Sale,-1.0
23103,13-Jul-2024,de10,P481370,601_GOODS_ISSUE_SALE,-1.0
34275,29-Apr-2025,us10,P457458,601,-1.0
4211,2024-11-02,fr10,P477822,Goods Issue,-1.0
15396,07-May-2024,UK10,P470246,601,-1.0
6677,08/12/2024, FR10,P46587789,601_GOODS_ISSUE_SALE,-1.0
72348,2025-06-30,FR10 ,P480529,Goods Receipt,1.0
37095,19.04.2024,US10 ,P449342,Goods Issue,-1.0
18705,01.09.2024,uk10,P409988,GI Sale,-1.0
24322,2024-07-13, DE10,P477168,601_GOODS_ISSUE_SALE,-1.0
28766,16.09.2024, DE10,P502866,Customer Return,1.0
67870,01/07/2025,ae10,P457512,601_GOODS_ISSUE_SALE,-1.0
68855,22-Sep-2024,MA10 ,P504849,601_GOODS_ISSUE_SALE,-1.0
76236,08.04.2024,FR10,P469828,Goods Receipt,1.0
72393,05/20/2024,FR10,P461636,GR,4.0
68000,25.01.2025,MA10,P473185,Goods Issue,-1.0
16745,08/06/2024,UK10 ,P469197,601,-1.0
15068,12/26/2024,UK10 ,P387939,GI Sale,-1.0
58894,10/05/2024, US20,P422275,601,-1.0
39519,05.02.2024,US10,P12790,Goods Issue,-2.0
30856,01/10/2025, DE10,P482509,601_GOODS_ISSUE_SALE,-1.0
102596,05/19/2025, AE10,P432863,Goods Receipt,1.0
75104,09.09.2024,FR10,P454018,Goods Receipt,1.0
13064,19.04.2025,uk10,P476428,601_GOODS_ISSUE_SALE,-1.0
35442,31-Jan-2024, US10,P454941,601_GOODS_ISSUE_SALE,-1.0
18060,2024-05-07,uk10,P49848448,601,-1.0
59452,04-Mar-2025,US20 ,P458630,Goods Issue,-1.0
15589,14-Sep-2024, UK10,P471009,651,1.0
53385,23-Jun-2024,US20 ,P470004,601,-1.0
95741,01/13/2025, US20,P434410,Goods Receipt,
92202,06/17/2024,US10 ,P482013,GR,3.0
77392,04/08/2024,UK10 ,P504127,Goods Receipt,2.0
95947,03/25/2024, US20,P479830,101_GOODS_RECEIPT,1.0
59092,14.06.2025, US20,P7844,601,-2.0
86629,25-Mar-2024, US10,P480529,101_GOODS_RECEIPT,4.0
3990,2024-11-17,fr10,P433125,601_GOODS_ISSUE_SALE,-1.0
17610,21-Mar-2025,UK10,P435342,GI Sale,-2.0
66821,29.09.2024,AE10,P428222,601_GOODS_ISSUE_SALE,-1.0
37642,21-Aug-2024, US10,P296439,GI Sale,-1.0
93042,04/08/2024,US20,P503857,Goods Receipt,1.0
103203,17-Jun-2024,MA10,P472065,GR,3.0
5764,02/03/2024, FR10,P462387,601_GOODS_ISSUE_SALE,-2.0
43472,20-Oct-2024, US10,P387261,601,-1.0
48095,08-Nov-2024,us20,P469195,GI Sale,-1.0
76968,21.10.2024, UK10,P501751,Goods Receipt,1.0
94238,2024-01-15,us20,P450720,101,3.0
44821,31-May-2024,US10,P476690,GI Sale,-1.0
73183,12.08.2024, FR10,P470025,101,4.0
25209,2024-06-25,de10,P476671,601_GOODS_ISSUE_SALE,-1.0
20379,12.03.2025,UK10,P481370,GI Sale,-1.0
91708,11-Mar-2024,US10,P7844,101_GOODS_RECEIPT,1.0
35925,17-Aug-2024, US10,P269707,Return,1.0
57727,22-Jun-2024,us20,P46587789,Goods Issue,-1.0
12814,04/17/2024,fr10,P501435,Goods Issue,-1.0
98666,18.11.2024, AE10,P456006,101,1.0
29399,2024-12-24,de10,P483678,601,-1.0
92886,09.09.2024,US20,P504364,101,3.0
53703,2024-09-09,US20,P418122,GI Sale,-1.0
4428,05/28/2025, FR10,P152203,Goods Issue,-1.0
92261,22-Apr-2024,US10 ,P482694,101,2.0
16118,04/27/2025,UK10,P479688,601_GOODS_ISSUE_SALE,-1.0
83109,12.08.2024,DE10,P444990,101_GOODS_RECEIPT,4.0
63935,27-May-2024, AE10,P501153,GI Sale,-1.0
41087,15.02.2024,us10,P504364,601_GOODS_ISSUE_SALE,-1.0
37235,2024-10-14,us10,P476550,601_GOODS_ISSUE_SALE,-1.0
56176,17.12.2024,US20,P501721,GI Sale,-1.0
86618,03/24/2025,US10 ,P501360,101_GOODS_RECEIPT,1.0
62609,05.01.2024,ae10,P462417,GI Sale,-1.0
58359,16.06.2024,US20,P482509,601_GOODS_ISSUE_SALE,-1.0
22692,22-Sep-2024,DE10,P439672,601,-1.0
79337,2025-04-21, UK10,P91627362,Goods Receipt,1.0
29837,2025-02-24,DE10 ,P34402,601_GOODS_ISSUE_SALE,-1.0
59443,28.12.2024,US20,P458630,GI Sale,-1.0
89334,02.12.2024, US10,P434440,Goods Receipt,5.0
99006,25-Mar-2024,AE10,P463476,101,2.0
99726,07/29/2024,AE10,P451225,101,1.0
2996,04-Jun-2024,FR10 ,P461636,601,-2.0
70629,2024-07-23,MA10,P477168,GI Sale,-1.0
71033,16-May-2024,ma10,P152203,Goods Issue,-1.0
79340,2025-06-02,uk10,P91627362,101,4.0
20424,05.01.2024,UK10,P481396,601_GOODS_ISSUE_SALE,-1.0
24406,2025-03-01, DE10,P456006,601,-1.0
40693,07.02.2025,US10,P458630,601,-1.0
89580,24-Feb-2025,US10,P457429,Goods Receipt,2.0
86387,16.06.2025, US10,P469439,Goods Receipt,2.0
51492,2024-03-07,US20 ,P397627,Goods Issue,-1.0
48802,12.10.2024,US20,P483474,601_GOODS_ISSUE_SALE,-1.0
19313,2024-06-24,UK10 ,P107319,Goods Issue,-1.0
11207,07.02.2024, FR10,P435342,Goods Issue,-1.0
61419,02/10/2025,AE10 ,P76000,Goods Issue,-1.0
95486,13.01.2025,us20,P483678,Goods Receipt,4.0
100583,03/10/2025,ae10,P454941,Goods Receipt,2.0
22458,01-Jan-2024, DE10,P387564,601_GOODS_ISSUE_SALE,-1.0
26906,2024-11-23,DE10 ,P420019,601,-1.0
33848,14.06.2024,US10 ,P397465,601_GOODS_ISSUE_SALE,-1.0
94500,2025-01-13, US20,P471046,Goods Receipt,1.0
31123,2025-02-18, DE10,P480636,601_GOODS_ISSUE_SALE,-1.0
79129,2025-05-19,uk10,P501493,101_GOODS_RECEIPT,2.0
5563,01/20/2024,fr10,P405602,601_GOODS_ISSUE_SALE,-1.0
14701,2024-03-06,UK10 ,P442742,Goods Issue,-1.0
27621,30-Mar-2025,de10,P436757,601_GOODS_ISSUE_SALE,-1.0
76976,2024-01-15, UK10,P450720,101,1.0
37484,2025-01-19,US10 ,P429675,601,-1.0
40463,2024-05-11,us10,P450720,GI Sale,-1.0
86130,2024-07-15,us10,P470510,101_GOODS_RECEIPT,1.0
14622,05/29/2024,UK10,P477838,601,-1.0
14985,07/12/2024,UK10 ,P476697,601_GOODS_ISSUE_SALE,-1.0
61272,21-Mar-2024, AE10,P473145,601,-1.0
45672,02/03/2025,US10,P7844,601_GOODS_ISSUE_SALE,-1.0
65339,10.02.2025, AE10,P483474,601,-1.0
67808,19-Sep-2024, AE10,P502185,Goods Issue,-1.0
16125,05/26/2025,uk10,P479688,601,-1.0
66557,20.11.2024, AE10,P504789,601_GOODS_ISSUE_SALE,-1.0
95689,06/30/2025,US20,P472317,GR,1.0
32210,21.06.2024,US10 ,P469439,Return,1.0
43174,04/27/2025, US10,P503857,601,-1.0
91635,12/02/2024,us10,P466426,101,4.0
48872,01-May-2025,US20 ,P503857,GI Sale,-1.0
35623,2024-05-13,us10,P470025,601,-1.0
73969,08/12/2024, FR10,P46587789,GR,1.0
28225,2025-04-12,de10,P501360,601_GOODS_ISSUE_SALE,-1.0
63607,03-Jan-2024,AE10 ,P477822,Goods Issue,-1.0
24200,18.10.2024,de10,P472065,Return,1.0
23621,2024-07-27,DE10 ,P378111,601_GOODS_ISSUE_SALE,-1.0
30103,20-Aug-2024, DE10,P431511,Goods Issue,-1.0
47432,12/18/2024,US10,P500445,GI Sale,-2.0
40431,02.06.2025, US10,P467038,GI Sale,-1.0
12977,24.10.2024, UK10,P397627,GI Sale,-1.0
16237,02.05.2024,UK10 ,P475118,601_GOODS_ISSUE_SALE,-1.0
98560,05/19/2025,AE10 ,P501696,101_GOODS_RECEIPT,2.0
18268,26.12.2024,uk10,P476671,GI Sale,-1.0
3993,26.11.2024,FR10,P433125,Return,1.0
18487,24-May-2025,UK10 ,P91627362,GI Sale,-1.0
57147,03.03.2025,US20,P454018,Goods Issue,-1.0
96366,29.07.2024,us20,P478239,Goods Receipt,1.0
10766,09-Feb-2025,FR10 ,P504285,GI Sale,-1.0
92446,2024-07-15,US10,P500687,Goods Receipt,1.0
6553,22-Jun-2024,FR10 ,P229406,GI Sale,-1.0
100645,03/24/2025,AE10,P502068,101,1.0
67757,30-Aug-2024, AE10,P413326,GI Sale,-1.0
71383,03/06/2024,ma10,P449342,GI Sale,-1.0
4407,02/14/2025, FR10,P152203,601,-1.0
40994,02/11/2025, US10,P409988,601_GOODS_ISSUE_SALE,-1.0
101156,24-Mar-2025,AE10 ,P501751,101,1.0
40800,05/21/2025, US10,P462387,601,-1.0
81523,06/03/2024,de10,P434410,GR,1.0
51044,28-Jan-2025, US20,P54433,601,-1.0
15221,01/03/2025,UK10,P454018,601,-1.0
98750,09/09/2024, AE10,P387261,Goods Receipt,1.0
27764,26.02.2024,DE10,P480529,601_GOODS_ISSUE_SALE,-1.0
30647,31-Jan-2025,de10,P502068,Goods Issue,-1.0
104090,10.03.2025,ma10,P476697,GR,1.0
11126,2025-05-14,FR10,P461451,601_GOODS_ISSUE_SALE,-1.0
47269,04/26/2025,us10,P473260,Goods Issue,-1.0
53918,22.07.2024, US20,P446816,GI Sale,-1.0
101872,22.04.2024,AE10,P502866,101_GOODS_RECEIPT,1.0
84304,25.03.2024,DE10,P501360,101,1.0
43481,12/25/2024,US10,P387261,601_GOODS_ISSUE_SALE,-1.0
79182,23.09.2024,UK10 ,P479732,GR,6.0
77502,12-Feb-2024,uk10,P454941,Goods Receipt,1.0
5182,16.01.2024,FR10 ,P49848448,GI Sale,-1.0
92952,2024-09-23,us20,P455418,101_GOODS_RECEIPT,1.0
